merged_pdf_id,merged_pdf_path,left_page,right_page,left_image_path,right_image_path,label,same_document,left_source_doc_index,right_source_doc_index
merged_00023,data/synthetic/merged_pdfs/merged_00023.pdf,11,12,data/synthetic/page_images/merged_00023/page_0011.png,data/synthetic/page_images/merged_00023/page_0012.png,SAME_DOCUMENT,1,2,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,1,2,data/synthetic/page_images/merged_00024/page_0001.png,data/synthetic/page_images/merged_00024/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,2,3,data/synthetic/page_images/merged_00024/page_0002.png,data/synthetic/page_images/merged_00024/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,3,4,data/synthetic/page_images/merged_00024/page_0003.png,data/synthetic/page_images/merged_00024/page_0004.png,NEW_DOCUMENT,0,1,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,4,5,data/synthetic/page_images/merged_00024/page_0004.png,data/synthetic/page_images/merged_00024/page_0005.png,SAME_DOCUMENT,1,2,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,5,6,data/synthetic/page_images/merged_00024/page_0005.png,data/synthetic/page_images/merged_00024/page_0006.png,SAME_DOCUMENT,1,2,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,6,7,data/synthetic/page_images/merged_00024/page_0006.png,data/synthetic/page_images/merged_00024/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,7,8,data/synthetic/page_images/merged_00024/page_0007.png,data/synthetic/page_images/merged_00024/page_0008.png,SAME_DOCUMENT,1,2,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,8,9,data/synthetic/page_images/merged_00024/page_0008.png,data/synthetic/page_images/merged_00024/page_0009.png,SAME_DOCUMENT,1,2,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,9,10,data/synthetic/page_images/merged_00024/page_0009.png,data/synthetic/page_images/merged_00024/page_0010.png,SAME_DOCUMENT,1,2,2
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,10,11,data/synthetic/page_images/merged_00024/page_0010.png,data/synthetic/page_images/merged_00024/page_0011.png,NEW_DOCUMENT,0,2,3
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,11,12,data/synthetic/page_images/merged_00024/page_0011.png,data/synthetic/page_images/merged_00024/page_0012.png,SAME_DOCUMENT,1,3,3
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,12,13,data/synthetic/page_images/merged_00024/page_0012.png,data/synthetic/page_images/merged_00024/page_0013.png,SAME_DOCUMENT,1,3,3
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,13,14,data/synthetic/page_images/merged_00024/page_0013.png,data/synthetic/page_images/merged_00024/page_0014.png,NEW_DOCUMENT,0,3,4
merged_00024,data/synthetic/merged_pdfs/merged_00024.pdf,14,15,data/synthetic/page_images/merged_00024/page_0014.png,data/synthetic/page_images/merged_00024/page_0015.png,NEW_DOCUMENT,0,4,5
merged_00025,data/synthetic/merged_pdfs/merged_00025.pdf,1,2,data/synthetic/page_images/merged_00025/page_0001.png,data/synthetic/page_images/merged_00025/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,1,2,data/synthetic/page_images/merged_00026/page_0001.png,data/synthetic/page_images/merged_00026/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,2,3,data/synthetic/page_images/merged_00026/page_0002.png,data/synthetic/page_images/merged_00026/page_0003.png,SAME_DOCUMENT,1,2,2
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,3,4,data/synthetic/page_images/merged_00026/page_0003.png,data/synthetic/page_images/merged_00026/page_0004.png,NEW_DOCUMENT,0,2,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,4,5,data/synthetic/page_images/merged_00026/page_0004.png,data/synthetic/page_images/merged_00026/page_0005.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,5,6,data/synthetic/page_images/merged_00026/page_0005.png,data/synthetic/page_images/merged_00026/page_0006.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,6,7,data/synthetic/page_images/merged_00026/page_0006.png,data/synthetic/page_images/merged_00026/page_0007.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,7,8,data/synthetic/page_images/merged_00026/page_0007.png,data/synthetic/page_images/merged_00026/page_0008.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,8,9,data/synthetic/page_images/merged_00026/page_0008.png,data/synthetic/page_images/merged_00026/page_0009.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,9,10,data/synthetic/page_images/merged_00026/page_0009.png,data/synthetic/page_images/merged_00026/page_0010.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,10,11,data/synthetic/page_images/merged_00026/page_0010.png,data/synthetic/page_images/merged_00026/page_0011.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,11,12,data/synthetic/page_images/merged_00026/page_0011.png,data/synthetic/page_images/merged_00026/page_0012.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,12,13,data/synthetic/page_images/merged_00026/page_0012.png,data/synthetic/page_images/merged_00026/page_0013.png,SAME_DOCUMENT,1,3,3
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,13,14,data/synthetic/page_images/merged_00026/page_0013.png,data/synthetic/page_images/merged_00026/page_0014.png,NEW_DOCUMENT,0,3,4
merged_00026,data/synthetic/merged_pdfs/merged_00026.pdf,14,15,data/synthetic/page_images/merged_00026/page_0014.png,data/synthetic/page_images/merged_00026/page_0015.png,SAME_DOCUMENT,1,4,4
merged_00027,data/synthetic/merged_pdfs/merged_00027.pdf,1,2,data/synthetic/page_images/merged_00027/page_0001.png,data/synthetic/page_images/merged_00027/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00027,data/synthetic/merged_pdfs/merged_00027.pdf,2,3,data/synthetic/page_images/merged_00027/page_0002.png,data/synthetic/page_images/merged_00027/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00027,data/synthetic/merged_pdfs/merged_00027.pdf,3,4,data/synthetic/page_images/merged_00027/page_0003.png,data/synthetic/page_images/merged_00027/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00027,data/synthetic/merged_pdfs/merged_00027.pdf,4,5,data/synthetic/page_images/merged_00027/page_0004.png,data/synthetic/page_images/merged_00027/page_0005.png,NEW_DOCUMENT,0,1,2
merged_00028,data/synthetic/merged_pdfs/merged_00028.pdf,1,2,data/synthetic/page_images/merged_00028/page_0001.png,data/synthetic/page_images/merged_00028/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00028,data/synthetic/merged_pdfs/merged_00028.pdf,2,3,data/synthetic/page_images/merged_00028/page_0002.png,data/synthetic/page_images/merged_00028/page_0003.png,NEW_DOCUMENT,0,1,2
merged_00028,data/synthetic/merged_pdfs/merged_00028.pdf,3,4,data/synthetic/page_images/merged_00028/page_0003.png,data/synthetic/page_images/merged_00028/page_0004.png,NEW_DOCUMENT,0,2,3
merged_00028,data/synthetic/merged_pdfs/merged_00028.pdf,4,5,data/synthetic/page_images/merged_00028/page_0004.png,data/synthetic/page_images/merged_00028/page_0005.png,NEW_DOCUMENT,0,3,4
merged_00028,data/synthetic/merged_pdfs/merged_00028.pdf,5,6,data/synthetic/page_images/merged_00028/page_0005.png,data/synthetic/page_images/merged_00028/page_0006.png,SAME_DOCUMENT,1,4,4
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,1,2,data/synthetic/page_images/merged_00029/page_0001.png,data/synthetic/page_images/merged_00029/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,2,3,data/synthetic/page_images/merged_00029/page_0002.png,data/synthetic/page_images/merged_00029/page_0003.png,NEW_DOCUMENT,0,1,2
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,3,4,data/synthetic/page_images/merged_00029/page_0003.png,data/synthetic/page_images/merged_00029/page_0004.png,NEW_DOCUMENT,0,2,3
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,4,5,data/synthetic/page_images/merged_00029/page_0004.png,data/synthetic/page_images/merged_00029/page_0005.png,SAME_DOCUMENT,1,3,3
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,5,6,data/synthetic/page_images/merged_00029/page_0005.png,data/synthetic/page_images/merged_00029/page_0006.png,SAME_DOCUMENT,1,3,3
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,6,7,data/synthetic/page_images/merged_00029/page_0006.png,data/synthetic/page_images/merged_00029/page_0007.png,NEW_DOCUMENT,0,3,4
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,7,8,data/synthetic/page_images/merged_00029/page_0007.png,data/synthetic/page_images/merged_00029/page_0008.png,SAME_DOCUMENT,1,4,4
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,8,9,data/synthetic/page_images/merged_00029/page_0008.png,data/synthetic/page_images/merged_00029/page_0009.png,SAME_DOCUMENT,1,4,4
merged_00029,data/synthetic/merged_pdfs/merged_00029.pdf,9,10,data/synthetic/page_images/merged_00029/page_0009.png,data/synthetic/page_images/merged_00029/page_0010.png,SAME_DOCUMENT,1,4,4
merged_00030,data/synthetic/merged_pdfs/merged_00030.pdf,1,2,data/synthetic/page_images/merged_00030/page_0001.png,data/synthetic/page_images/merged_00030/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00030,data/synthetic/merged_pdfs/merged_00030.pdf,2,3,data/synthetic/page_images/merged_00030/page_0002.png,data/synthetic/page_images/merged_00030/page_0003.png,NEW_DOCUMENT,0,2,3
merged_00031,data/synthetic/merged_pdfs/merged_00031.pdf,1,2,data/synthetic/page_images/merged_00031/page_0001.png,data/synthetic/page_images/merged_00031/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,1,2,data/synthetic/page_images/merged_00032/page_0001.png,data/synthetic/page_images/merged_00032/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,2,3,data/synthetic/page_images/merged_00032/page_0002.png,data/synthetic/page_images/merged_00032/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,3,4,data/synthetic/page_images/merged_00032/page_0003.png,data/synthetic/page_images/merged_00032/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,4,5,data/synthetic/page_images/merged_00032/page_0004.png,data/synthetic/page_images/merged_00032/page_0005.png,NEW_DOCUMENT,0,1,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,5,6,data/synthetic/page_images/merged_00032/page_0005.png,data/synthetic/page_images/merged_00032/page_0006.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,6,7,data/synthetic/page_images/merged_00032/page_0006.png,data/synthetic/page_images/merged_00032/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,7,8,data/synthetic/page_images/merged_00032/page_0007.png,data/synthetic/page_images/merged_00032/page_0008.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,8,9,data/synthetic/page_images/merged_00032/page_0008.png,data/synthetic/page_images/merged_00032/page_0009.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,9,10,data/synthetic/page_images/merged_00032/page_0009.png,data/synthetic/page_images/merged_00032/page_0010.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,10,11,data/synthetic/page_images/merged_00032/page_0010.png,data/synthetic/page_images/merged_00032/page_0011.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,11,12,data/synthetic/page_images/merged_00032/page_0011.png,data/synthetic/page_images/merged_00032/page_0012.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,12,13,data/synthetic/page_images/merged_00032/page_0012.png,data/synthetic/page_images/merged_00032/page_0013.png,SAME_DOCUMENT,1,2,2
merged_00032,data/synthetic/merged_pdfs/merged_00032.pdf,13,14,data/synthetic/page_images/merged_00032/page_0013.png,data/synthetic/page_images/merged_00032/page_0014.png,SAME_DOCUMENT,1,2,2
merged_00033,data/synthetic/merged_pdfs/merged_00033.pdf,1,2,data/synthetic/page_images/merged_00033/page_0001.png,data/synthetic/page_images/merged_00033/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00033,data/synthetic/merged_pdfs/merged_00033.pdf,2,3,data/synthetic/page_images/merged_00033/page_0002.png,data/synthetic/page_images/merged_00033/page_0003.png,NEW_DOCUMENT,0,2,3
merged_00033,data/synthetic/merged_pdfs/merged_00033.pdf,3,4,data/synthetic/page_images/merged_00033/page_0003.png,data/synthetic/page_images/merged_00033/page_0004.png,SAME_DOCUMENT,1,3,3
merged_00033,data/synthetic/merged_pdfs/merged_00033.pdf,4,5,data/synthetic/page_images/merged_00033/page_0004.png,data/synthetic/page_images/merged_00033/page_0005.png,NEW_DOCUMENT,0,3,4
merged_00033,data/synthetic/merged_pdfs/merged_00033.pdf,5,6,data/synthetic/page_images/merged_00033/page_0005.png,data/synthetic/page_images/merged_00033/page_0006.png,SAME_DOCUMENT,1,4,4
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,1,2,data/synthetic/page_images/merged_00034/page_0001.png,data/synthetic/page_images/merged_00034/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,2,3,data/synthetic/page_images/merged_00034/page_0002.png,data/synthetic/page_images/merged_00034/page_0003.png,NEW_DOCUMENT,0,1,2
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,3,4,data/synthetic/page_images/merged_00034/page_0003.png,data/synthetic/page_images/merged_00034/page_0004.png,SAME_DOCUMENT,1,2,2
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,4,5,data/synthetic/page_images/merged_00034/page_0004.png,data/synthetic/page_images/merged_00034/page_0005.png,SAME_DOCUMENT,1,2,2
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,5,6,data/synthetic/page_images/merged_00034/page_0005.png,data/synthetic/page_images/merged_00034/page_0006.png,SAME_DOCUMENT,1,2,2
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,6,7,data/synthetic/page_images/merged_00034/page_0006.png,data/synthetic/page_images/merged_00034/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,7,8,data/synthetic/page_images/merged_00034/page_0007.png,data/synthetic/page_images/merged_00034/page_0008.png,SAME_DOCUMENT,1,2,2
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,8,9,data/synthetic/page_images/merged_00034/page_0008.png,data/synthetic/page_images/merged_00034/page_0009.png,NEW_DOCUMENT,0,2,3
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,9,10,data/synthetic/page_images/merged_00034/page_0009.png,data/synthetic/page_images/merged_00034/page_0010.png,SAME_DOCUMENT,1,3,3
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,10,11,data/synthetic/page_images/merged_00034/page_0010.png,data/synthetic/page_images/merged_00034/page_0011.png,NEW_DOCUMENT,0,3,4
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,11,12,data/synthetic/page_images/merged_00034/page_0011.png,data/synthetic/page_images/merged_00034/page_0012.png,SAME_DOCUMENT,1,4,4
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,12,13,data/synthetic/page_images/merged_00034/page_0012.png,data/synthetic/page_images/merged_00034/page_0013.png,SAME_DOCUMENT,1,4,4
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,13,14,data/synthetic/page_images/merged_00034/page_0013.png,data/synthetic/page_images/merged_00034/page_0014.png,NEW_DOCUMENT,0,4,5
merged_00034,data/synthetic/merged_pdfs/merged_00034.pdf,14,15,data/synthetic/page_images/merged_00034/page_0014.png,data/synthetic/page_images/merged_00034/page_0015.png,SAME_DOCUMENT,1,5,5
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,1,2,data/synthetic/page_images/merged_00035/page_0001.png,data/synthetic/page_images/merged_00035/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,2,3,data/synthetic/page_images/merged_00035/page_0002.png,data/synthetic/page_images/merged_00035/page_0003.png,SAME_DOCUMENT,1,2,2
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,3,4,data/synthetic/page_images/merged_00035/page_0003.png,data/synthetic/page_images/merged_00035/page_0004.png,NEW_DOCUMENT,0,2,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,4,5,data/synthetic/page_images/merged_00035/page_0004.png,data/synthetic/page_images/merged_00035/page_0005.png,SAME_DOCUMENT,1,3,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,5,6,data/synthetic/page_images/merged_00035/page_0005.png,data/synthetic/page_images/merged_00035/page_0006.png,SAME_DOCUMENT,1,3,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,6,7,data/synthetic/page_images/merged_00035/page_0006.png,data/synthetic/page_images/merged_00035/page_0007.png,SAME_DOCUMENT,1,3,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,7,8,data/synthetic/page_images/merged_00035/page_0007.png,data/synthetic/page_images/merged_00035/page_0008.png,SAME_DOCUMENT,1,3,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,8,9,data/synthetic/page_images/merged_00035/page_0008.png,data/synthetic/page_images/merged_00035/page_0009.png,SAME_DOCUMENT,1,3,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,9,10,data/synthetic/page_images/merged_00035/page_0009.png,data/synthetic/page_images/merged_00035/page_0010.png,SAME_DOCUMENT,1,3,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,10,11,data/synthetic/page_images/merged_00035/page_0010.png,data/synthetic/page_images/merged_00035/page_0011.png,SAME_DOCUMENT,1,3,3
merged_00035,data/synthetic/merged_pdfs/merged_00035.pdf,11,12,data/synthetic/page_images/merged_00035/page_0011.png,data/synthetic/page_images/merged_00035/page_0012.png,SAME_DOCUMENT,1,3,3
merged_00036,data/synthetic/merged_pdfs/merged_00036.pdf,1,2,data/synthetic/page_images/merged_00036/page_0001.png,data/synthetic/page_images/merged_00036/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00036,data/synthetic/merged_pdfs/merged_00036.pdf,2,3,data/synthetic/page_images/merged_00036/page_0002.png,data/synthetic/page_images/merged_00036/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00036,data/synthetic/merged_pdfs/merged_00036.pdf,3,4,data/synthetic/page_images/merged_00036/page_0003.png,data/synthetic/page_images/merged_00036/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00036,data/synthetic/merged_pdfs/merged_00036.pdf,4,5,data/synthetic/page_images/merged_00036/page_0004.png,data/synthetic/page_images/merged_00036/page_0005.png,NEW_DOCUMENT,0,1,2
merged_00036,data/synthetic/merged_pdfs/merged_00036.pdf,5,6,data/synthetic/page_images/merged_00036/page_0005.png,data/synthetic/page_images/merged_00036/page_0006.png,NEW_DOCUMENT,0,2,3
merged_00036,data/synthetic/merged_pdfs/merged_00036.pdf,6,7,data/synthetic/page_images/merged_00036/page_0006.png,data/synthetic/page_images/merged_00036/page_0007.png,SAME_DOCUMENT,1,3,3
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,1,2,data/synthetic/page_images/merged_00037/page_0001.png,data/synthetic/page_images/merged_00037/page_0002.png,NEW_DOCUMENT,0,1,2
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,2,3,data/synthetic/page_images/merged_00037/page_0002.png,data/synthetic/page_images/merged_00037/page_0003.png,SAME_DOCUMENT,1,2,2
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,3,4,data/synthetic/page_images/merged_00037/page_0003.png,data/synthetic/page_images/merged_00037/page_0004.png,NEW_DOCUMENT,0,2,3
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,4,5,data/synthetic/page_images/merged_00037/page_0004.png,data/synthetic/page_images/merged_00037/page_0005.png,SAME_DOCUMENT,1,3,3
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,5,6,data/synthetic/page_images/merged_00037/page_0005.png,data/synthetic/page_images/merged_00037/page_0006.png,SAME_DOCUMENT,1,3,3
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,6,7,data/synthetic/page_images/merged_00037/page_0006.png,data/synthetic/page_images/merged_00037/page_0007.png,SAME_DOCUMENT,1,3,3
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,7,8,data/synthetic/page_images/merged_00037/page_0007.png,data/synthetic/page_images/merged_00037/page_0008.png,NEW_DOCUMENT,0,3,4
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,8,9,data/synthetic/page_images/merged_00037/page_0008.png,data/synthetic/page_images/merged_00037/page_0009.png,SAME_DOCUMENT,1,4,4
merged_00037,data/synthetic/merged_pdfs/merged_00037.pdf,9,10,data/synthetic/page_images/merged_00037/page_0009.png,data/synthetic/page_images/merged_00037/page_0010.png,SAME_DOCUMENT,1,4,4
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,1,2,data/synthetic/page_images/merged_00039/page_0001.png,data/synthetic/page_images/merged_00039/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,2,3,data/synthetic/page_images/merged_00039/page_0002.png,data/synthetic/page_images/merged_00039/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,3,4,data/synthetic/page_images/merged_00039/page_0003.png,data/synthetic/page_images/merged_00039/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,4,5,data/synthetic/page_images/merged_00039/page_0004.png,data/synthetic/page_images/merged_00039/page_0005.png,SAME_DOCUMENT,1,1,1
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,5,6,data/synthetic/page_images/merged_00039/page_0005.png,data/synthetic/page_images/merged_00039/page_0006.png,NEW_DOCUMENT,0,1,2
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,6,7,data/synthetic/page_images/merged_00039/page_0006.png,data/synthetic/page_images/merged_00039/page_0007.png,NEW_DOCUMENT,0,2,3
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,7,8,data/synthetic/page_images/merged_00039/page_0007.png,data/synthetic/page_images/merged_00039/page_0008.png,SAME_DOCUMENT,1,3,3
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,8,9,data/synthetic/page_images/merged_00039/page_0008.png,data/synthetic/page_images/merged_00039/page_0009.png,SAME_DOCUMENT,1,3,3
merged_00039,data/synthetic/merged_pdfs/merged_00039.pdf,9,10,data/synthetic/page_images/merged_00039/page_0009.png,data/synthetic/page_images/merged_00039/page_0010.png,SAME_DOCUMENT,1,3,3
merged_00040,data/synthetic/merged_pdfs/merged_00040.pdf,1,2,data/synthetic/page_images/merged_00040/page_0001.png,data/synthetic/page_images/merged_00040/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00040,data/synthetic/merged_pdfs/merged_00040.pdf,2,3,data/synthetic/page_images/merged_00040/page_0002.png,data/synthetic/page_images/merged_00040/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00040,data/synthetic/merged_pdfs/merged_00040.pdf,3,4,data/synthetic/page_images/merged_00040/page_0003.png,data/synthetic/page_images/merged_00040/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00040,data/synthetic/merged_pdfs/merged_00040.pdf,4,5,data/synthetic/page_images/merged_00040/page_0004.png,data/synthetic/page_images/merged_00040/page_0005.png,SAME_DOCUMENT,1,1,1
merged_00040,data/synthetic/merged_pdfs/merged_00040.pdf,5,6,data/synthetic/page_images/merged_00040/page_0005.png,data/synthetic/page_images/merged_00040/page_0006.png,NEW_DOCUMENT,0,1,2
merged_00040,data/synthetic/merged_pdfs/merged_00040.pdf,6,7,data/synthetic/page_images/merged_00040/page_0006.png,data/synthetic/page_images/merged_00040/page_0007.png,SAME_DOCUMENT,1,2,2
merged_00040,data/synthetic/merged_pdfs/merged_00040.pdf,7,8,data/synthetic/page_images/merged_00040/page_0007.png,data/synthetic/page_images/merged_00040/page_0008.png,SAME_DOCUMENT,1,2,2
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,1,2,data/synthetic/page_images/merged_00041/page_0001.png,data/synthetic/page_images/merged_00041/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,2,3,data/synthetic/page_images/merged_00041/page_0002.png,data/synthetic/page_images/merged_00041/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,3,4,data/synthetic/page_images/merged_00041/page_0003.png,data/synthetic/page_images/merged_00041/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,4,5,data/synthetic/page_images/merged_00041/page_0004.png,data/synthetic/page_images/merged_00041/page_0005.png,SAME_DOCUMENT,1,1,1
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,5,6,data/synthetic/page_images/merged_00041/page_0005.png,data/synthetic/page_images/merged_00041/page_0006.png,SAME_DOCUMENT,1,1,1
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,6,7,data/synthetic/page_images/merged_00041/page_0006.png,data/synthetic/page_images/merged_00041/page_0007.png,SAME_DOCUMENT,1,1,1
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,7,8,data/synthetic/page_images/merged_00041/page_0007.png,data/synthetic/page_images/merged_00041/page_0008.png,NEW_DOCUMENT,0,1,2
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,8,9,data/synthetic/page_images/merged_00041/page_0008.png,data/synthetic/page_images/merged_00041/page_0009.png,SAME_DOCUMENT,1,2,2
merged_00041,data/synthetic/merged_pdfs/merged_00041.pdf,9,10,data/synthetic/page_images/merged_00041/page_0009.png,data/synthetic/page_images/merged_00041/page_0010.png,SAME_DOCUMENT,1,2,2
merged_00044,data/synthetic/merged_pdfs/merged_00044.pdf,1,2,data/synthetic/page_images/merged_00044/page_0001.png,data/synthetic/page_images/merged_00044/page_0002.png,SAME_DOCUMENT,1,1,1
merged_00044,data/synthetic/merged_pdfs/merged_00044.pdf,2,3,data/synthetic/page_images/merged_00044/page_0002.png,data/synthetic/page_images/merged_00044/page_0003.png,SAME_DOCUMENT,1,1,1
merged_00044,data/synthetic/merged_pdfs/merged_00044.pdf,3,4,data/synthetic/page_images/merged_00044/page_0003.png,data/synthetic/page_images/merged_00044/page_0004.png,SAME_DOCUMENT,1,1,1
merged_00044,data/synthetic/merged_pdfs/merged_00044.pdf,4,5,data/synthetic/page_images/merged_00044/page_0004.png,data/synthetic/page_images/merged_00044/page_0005.png,SAME_DOCUMENT,1,1,1
